,Daily_Return,Beta,Annual_Volatility,Security,GICS Sector
IR,0.0007229970011922293,1.159972542114138,0.2869743902776693,Ingersoll Rand,Industrials
IRM,0.0012756619970932866,0.9165149431847927,0.28712247444188693,Iron Mountain,Real Estate
ISRG,0.0007238859446563573,1.301603088007438,0.3405115794385899,Intuitive Surgical,Health Care
IT,0.0007041797965769302,1.1045069843845503,0.2854618841616871,Gartner,Information Technology
ITW,0.00023516971968001805,0.8231113767777867,0.21059306256362392,Illinois Tool Works,Industrials
IVZ,5.572687336145352e-05,1.4197074609844782,0.35776897397432855,Invesco,Financials
J,0.0003320604050753415,0.8724975989220605,0.24445001047583406,Jacobs Solutions,Industrials
JBHT,-1.6668526830234847e-05,0.9375356848460684,0.2921364762952236,J.B. Hunt,Industrials
JBL,0.0012353768255609389,1.2266301875817205,0.3696719878462596,Jabil,Information Technology
JCI,0.00024550239801576703,1.040718044116498,0.2816964545214991,Johnson Controls,Industrials
JKHY,0.0001888822814368344,0.6406432125347034,0.23513482911599815,Jack Henry & Associates,Financials
JNJ,-5.833446481414552e-05,0.24660976423961095,0.16375885420398756,Johnson & Johnson,Health Care
JPM,0.0007587545444200973,0.8669341315316137,0.2499128681204534,JPMorgan Chase,Financials
KDP,-1.1779050496187196e-05,0.37647679957230695,0.18868993610455592,Keurig Dr Pepper,Consumer Staples
KEY,0.00016339227280214,1.269158755160962,0.4312443934363412,KeyCorp,Financials
KEYS,-0.00011430014836757025,1.207949019303524,0.31264391605280095,Keysight Technologies,Information Technology
KHC,4.887171600767747e-05,0.24973924349128276,0.21095131535986125,Kraft Heinz,Consumer Staples
KIM,0.0002583918774358758,0.9298464799748253,0.2682407538074114,Kimco Realty,Real Estate
KKR,0.0012562262639446225,1.6535733223688482,0.381598866997785,KKR & Co.,Financials
KLAC,0.0008969253853646382,1.7582187369053293,0.4247210789493843,KLA Corporation,Information Technology
KMB,0.00010220239587269939,0.2910217602504617,0.18561365863792825,Kimberly-Clark,Consumer Staples
KMI,0.0010229290064741078,0.6030845987445959,0.21541179220682408,Kinder Morgan,Energy
KO,0.00023339750622141186,0.3892347617656691,0.15619306787253628,Coca-Cola Company (The),Consumer Staples
KR,0.0006211921896908238,0.3126639395767137,0.25781698348210014,Kroger,Consumer Staples
L,0.0005926203312997993,0.6621489512246048,0.19608579641192667,Loews Corporation,Financials
LDOS,0.0008057982029656733,0.4969956351742518,0.2539367954855013,Leidos,Industrials
LEN,0.0005618611232574463,1.1910340566328008,0.346763090658326,Lennar,Consumer Discretionary
LH,7.906285745998867e-06,0.6543345771701612,0.23450278077246375,Labcorp,Health Care
LHX,0.00019526274482488615,0.41766527006566934,0.24513604902129293,L3Harris,Industrials
LII,0.00112314644189698,1.138270681662584,0.31015876791917923,Lennox International,Industrials
LIN,0.00043438151312635387,0.8144519841894791,0.2218971620413709,Linde plc,Materials
LITE,0.00014127120785032663,1.4595056958650097,0.4813657917007286,Lumentum,Information Technology
LLY,0.001591533315405012,0.5756946980402069,0.28785573431195743,Lilly (Eli),Health Care
LMT,0.0006110293849807118,0.24386511041648112,0.20952979898201318,Lockheed Martin,Industrials
LNT,0.000183152852615045,0.4404227195434086,0.20956301942071548,Alliant Energy,Utilities
LOW,0.0001733178370797391,0.9540107846841736,0.2678894128546457,Lowe's,Consumer Discretionary
LRCX,0.00044679386729474916,1.8455846886898195,0.45122958981398564,Lam Research,Information Technology
LULU,0.000315434290953213,1.3591291630736075,0.41002815351624916,Lululemon Athletica,Consumer Discretionary
LUV,-4.4737466941447905e-05,0.9622337793717233,0.35054460667438825,Southwest Airlines,Industrials
LVS,0.0007313353515364782,1.0890957550864657,0.4070111521404168,Las Vegas Sands,Consumer Discretionary
LYB,0.00010422083986205198,0.7781214001051417,0.2605420921620487,LyondellBasell,Materials
LYV,0.0003316435416413665,1.1752639685567536,0.3496213326364106,Live Nation Entertainment,Communication Services
MA,0.0005941278807849664,0.9747120531250555,0.22996327495038693,Mastercard,Financials
MAA,-0.00025550922976609575,0.7352376789129501,0.23452528545880047,Mid-America Apartment Communities,Real Estate
MAR,0.0009022243111751097,1.0727487993310851,0.283688173090054,Marriott International,Consumer Discretionary
MAS,0.000308438006034906,1.065279210060323,0.29548477737947804,Masco,Industrials
MCD,0.0002523251837152541,0.46379878857391443,0.1735117601651129,McDonald's,Consumer Discretionary
MCHP,-0.0001793945430450166,1.6375558710998992,0.3968085275020452,Microchip Technology,Information Technology
MCK,0.0012373659678489152,0.2889211575561707,0.23386244839677572,McKesson Corporation,Health Care
MCO,0.00045208655823977936,1.107823814846747,0.26272681303823764,Moody's Corporation,Financials
MDLZ,3.319821558693906e-05,0.45667414524201544,0.18496015093209653,Mondelez International,Consumer Staples
MDT,-0.00015575000808309582,0.5893449210789687,0.21553737053643895,Medtronic,Health Care
MET,0.0005913730163964181,0.8258836010957178,0.2488616152271331,MetLife,Financials
META,0.0012124670764097239,1.724087800718939,0.48722224229762,Meta Platforms,Communication Services
MGM,-5.956742367590452e-05,1.454514304269933,0.38815347842262815,MGM Resorts,Consumer Discretionary
MKC,-0.00010638357591909058,0.39350023333512035,0.24125744947490962,McCormick & Company,Consumer Staples
MLM,0.0003912782984864596,1.0840423344981387,0.27485943878405966,Martin Marietta Materials,Materials
MMM,0.00016037009805442004,0.7837357976578081,0.2956541067202672,3M,Industrials
MNST,0.00023669643083243507,0.6938192170238004,0.24897301508533246,Monster Beverage,Consumer Staples
MO,0.0005276270301204098,0.31670224315652346,0.20261740139809079,Altria,Consumer Staples
MOS,-0.00021063356744461018,0.8897905441301952,0.4226261432639604,Mosaic Company (The),Materials
MPC,0.0013005374188208307,0.6604327759254173,0.32191433998178337,Marathon Petroleum,Energy
MPWR,0.0008623987472011711,2.1341313823469434,0.5483145310557703,Monolithic Power Systems,Information Technology
MRK,0.0005373302284959993,0.25882084192003574,0.2002632919723481,Merck & Co.,Health Care
MRNA,-0.0015818329460408915,1.4272854972738132,0.603607975793804,Moderna,Health Care
MRSH,0.0004493344578847623,0.7296227312801031,0.19335403883554705,Marsh McLennan,Financials
MS,0.0006032979892315901,1.0761084047654041,0.2822963588684103,Morgan Stanley,Financials
MSCI,0.0002606547435681501,1.2382114565657454,0.32336703546227186,MSCI Inc.,Financials
MSFT,0.0004912332913979615,1.2483287976074178,0.2757661709313839,Microsoft,Information Technology
MSI,0.0008806722828358483,0.8456541864367954,0.2295020433232789,Motorola Solutions,Information Technology
MTB,0.0005713053935311457,0.9036359939621901,0.3253358556251107,M&T Bank,Financials
MTD,-0.00020948952409883355,1.147513467273489,0.3249177104599484,Mettler Toledo,Health Care
MU,0.00026446095510698926,1.5823041318711097,0.4557227936834873,Micron Technology,Information Technology
NCLH,0.0008939493197502222,1.8934137971737768,0.5924484348437228,Norwegian Cruise Line Holdings,Consumer Discretionary
NDAQ,0.0003508974751258606,0.8236064879287234,0.23687018146241248,"Nasdaq, Inc.",Financials
NDSN,-7.795209298893002e-05,0.9424961461461616,0.24906666227458535,Nordson Corporation,Industrials
NEE,-6.338619444061234e-05,0.6535730418264191,0.2833454341288311,NextEra Energy,Utilities
NEM,-0.00025949487357649915,0.507213951906076,0.3595470877410135,Newmont,Materials
NFLX,0.0010356400973457736,1.5109018452300582,0.49047705741112335,Netflix,Communication Services
NI,0.0006128861955819565,0.49890020464373763,0.20912866285114187,NiSource,Utilities
NKE,-0.0007407007194623507,1.142829021601479,0.3435072667820174,"Nike, Inc.",Consumer Discretionary
NOC,0.0004448707694549439,0.2764181180937181,0.24658661263712403,Northrop Grumman,Industrials
NOW,0.0010393951065029799,1.6093263663705946,0.4189446638854594,ServiceNow,Information Technology
NRG,0.0013429253859389447,0.8665860465856575,0.3342458031585659,NRG Energy,Utilities
NSC,-6.413418598328076e-05,0.8344307705877688,0.2651422150920785,Norfolk Southern,Industrials
NTAP,0.0005916999241805796,1.0516017280424117,0.3106740999062312,NetApp,Information Technology
NTRS,0.00010233346094521975,1.0602838204572214,0.30623676215157514,Northern Trust,Financials
NUE,0.00038874252482927826,1.1621079845026314,0.38129050159754985,Nucor,Materials
NVDA,0.0025882820639602784,2.2685157124431026,0.5527097270496577,Nvidia,Information Technology
NVR,0.000624182180550853,1.0218144007917098,0.2818594954029194,"NVR, Inc.",Consumer Discretionary
NWS,0.000585118241416171,1.0299682548973603,0.29005063500963213,News Corp (Class B),Communication Services
NWSA,0.0004563089178520123,1.040952408804394,0.28724133246189965,News Corp (Class A),Communication Services
NXPI,0.000225050327723044,1.5762357121841433,0.3821465534621049,NXP Semiconductors,Information Technology
O,-0.00010662381215130866,0.5116173174166591,0.19821443142124798,Realty Income,Real Estate
ODFL,0.0003049631481276248,1.2397190206919013,0.3631132939965782,Old Dominion,Industrials
OKE,0.0010540965886220621,0.8547906305901181,0.27090672255847703,Oneok,Energy
OMC,0.00048392598681118893,0.8442762867566582,0.2717018919679744,Omnicom Group,Communication Services
ON,0.00039093664033758627,1.9665561821360016,0.5172461626625224,ON Semiconductor,Information Technology
ORCL,0.0011003830500730563,1.008276460812201,0.31020820540595145,Oracle Corporation,Information Technology
ORLY,0.0008177631299903404,0.5255942097888004,0.2332013383804413,O’Reilly Automotive,Consumer Discretionary
OTIS,0.00025837844029877956,0.8341194620856147,0.21568753266608073,Otis Worldwide,Industrials
OXY,0.0009449987487714046,0.682983763841922,0.377951908217197,Occidental Petroleum,Energy
PANW,0.0013142334694071106,1.2516353704116239,0.43684497249338466,Palo Alto Networks,Information Technology
PAYX,0.0002777886594956246,0.9036801884264699,0.23419619573454462,Paychex,Industrials
PCAR,0.0010511102778385307,0.8003338620092391,0.25168289531433763,Paccar,Industrials
PCG,0.000808719494121202,0.6847162581005836,0.26137607050728767,PG&E Corporation,Utilities
PEG,0.0005485523848909953,0.5276136945803446,0.2095135377548537,Public Service Enterprise Group,Utilities
PEP,9.665729658182587e-07,0.38288165103928407,0.1703974025923358,PepsiCo,Consumer Staples
PFE,-0.0007100659963387431,0.4515449374784187,0.2441079448752369,Pfizer,Health Care
PFG,0.00035381384343004637,0.9708770831817998,0.2656657062902605,Principal Financial Group,Financials
PG,0.0001983763986202114,0.3730927653206645,0.17588447355283565,Procter & Gamble,Consumer Staples
PGR,0.001284479082984915,0.45132206828365357,0.2566921242889961,Progressive Corporation,Financials
PH,0.0011464221896966115,1.1385300949244452,0.28237531229642354,Parker Hannifin,Industrials
PHM,0.0011721678144333415,1.2318017185249233,0.3554790723636135,PulteGroup,Consumer Discretionary
PKG,0.0009332872623960698,0.726323866311984,0.24758599292732641,Packaging Corporation of America,Materials
PLD,-0.00031479459536151944,1.0198742086080204,0.2867568364391482,Prologis,Real Estate
PLTR,0.002795670737993282,2.189588018492733,0.6909324774198844,Palantir Technologies,Information Technology
PM,0.0005971622442569136,0.3882852693376127,0.20750371289437355,Philip Morris International,Consumer Staples
PNC,0.000217627775894817,0.9894986658220774,0.28702973809610804,PNC Financial Services,Financials
PNR,0.0006889960298544021,1.121877418616371,0.2911309212356797,Pentair,Industrials
PNW,0.0005334703297563321,0.43091013863517663,0.2146684180699878,Pinnacle West Capital,Utilities
PODD,0.00032740148019138774,1.2202379173222369,0.45323800903495093,Insulet Corporation,Health Care
POOL,-0.00033731374178656197,1.2029709963875765,0.35691814386001425,Pool Corporation,Consumer Discretionary
PPG,-0.000253518596990976,1.0182932491242973,0.2686690649745169,PPG Industries,Materials
PPL,0.0003133075198670662,0.5133198280310081,0.1970862328116568,PPL Corporation,Utilities
PRU,0.0004228303431581357,0.9531493390580714,0.2569521711294416,Prudential Financial,Financials
PSA,5.6436324383980655e-05,0.6895288569540989,0.2516785503356895,Public Storage,Real Estate
PSKY,-0.0007669112070196755,1.2215469096506062,0.5564986544772053,Paramount Skydance Corporation,Communication Services
PSX,0.0008907065682201135,0.6032210993105571,0.3159500408776929,Phillips 66,Energy
PTC,0.0006937484332308389,1.1222995883823343,0.2849196324839596,PTC Inc.,Information Technology
PWR,0.001602178663969453,1.129110885288276,0.3328542622064783,Quanta Services,Industrials
PYPL,-0.0006966164830250012,1.520293495734885,0.4452078525336848,PayPal,Financials
QCOM,0.00014165972038743878,1.5918326039628492,0.3937187538873872,Qualcomm,Information Technology
RCL,0.0018686499379632143,1.650884407777349,0.4857555694174684,Royal Caribbean Group,Consumer Discretionary
REG,0.00023836283957882277,0.8245919315395779,0.2384531174208002,Regency Centers,Real Estate
REGN,0.00031248849264226,0.5863283490472829,0.27039659974561564,Regeneron Pharmaceuticals,Health Care
RF,0.00043702641522727344,1.0672419235040855,0.3316827569413326,Regions Financial Corporation,Financials
RJF,0.0007709320956175934,1.0212092328970874,0.2901658221939114,Raymond James Financial,Financials
RL,0.0012068941828896694,1.2192392022554062,0.357286929436741,Ralph Lauren Corporation,Consumer Discretionary
RMD,0.00010322241311498404,0.8933789005225398,0.34371337422342363,ResMed,Health Care
ROK,5.696394245816707e-05,1.1706554074779794,0.32565870476835224,Rockwell Automation,Industrials
ROL,0.0006018377547222826,0.5635896950138044,0.24777289207015327,"Rollins, Inc.",Industrials
ROP,0.0002245124920259885,0.7899449428174585,0.20254665569054164,Roper Technologies,Information Technology
ROST,0.0006295073835540951,0.9785556877821109,0.31154682083492796,Ross Stores,Consumer Discretionary
RSG,0.000638409359431254,0.48162511561332183,0.1780416116785753,Republic Services,Industrials
RTX,0.0005792460549623103,0.5602106066925916,0.22797764648735597,RTX Corporation,Industrials
RVTY,-0.0004994503287255073,1.0419269459307814,0.32774297044527934,Revvity,Health Care
SATS,0.00043741542805441854,0.9391886366612948,0.569936758315433,EchoStar,Communication Services
SBAC,-0.0005954975516289818,0.7893817866485757,0.2980621711155662,SBA Communications,Real Estate
SBUX,-2.699697929125051e-05,0.9885983431734509,0.326385672281734,Starbucks,Consumer Discretionary
SCHW,0.00010956968405546369,0.9649890710819302,0.3531240814991987,Charles Schwab Corporation,Financials
SHW,0.00019501161938784785,0.895976314241274,0.2794084226207871,Sherwin-Williams,Materials
SJM,-6.487340864544344e-05,0.19658913574451384,0.2199939200428699,J.M. Smucker Company (The),Consumer Staples
SLB,0.0006148596349493476,0.6936473192164043,0.3787147831214429,Schlumberger,Energy
SMCI,0.004105998213394317,1.855255335378111,0.9019571764414044,Supermicro,Information Technology
SNA,0.000835787853081054,0.791737697541475,0.2391134517119274,Snap-on,Industrials
SNPS,0.0006504257917753991,1.4546478424965819,0.3604434600409849,Synopsys,Information Technology
SO,0.0004800190803616047,0.37587194713391553,0.19607717441659278,Southern Company,Utilities
SPG,0.00046739434508047894,0.9813049328450435,0.2678564155536024,Simon Property Group,Real Estate
SPGI,0.00024778714555956946,0.9533094584655618,0.23590656285397535,S&P Global,Financials
SRE,0.0005879989334516951,0.5136280956763483,0.2075313036967449,Sempra,Utilities
STE,-3.483399410938959e-05,0.8262121320720636,0.2723491273316601,Steris,Health Care
STLD,0.0011735648976272369,1.1204396369443697,0.3842898229297664,Steel Dynamics,Materials
STT,0.0003787700508290222,1.1555321307646498,0.3160920101883466,State Street Corporation,Financials
STX,5.459923971680849e-05,1.236648139248313,0.3651313412110415,Seagate Technology,Information Technology
STZ,-3.0905853682151374e-05,0.5346325650514252,0.2121232175105155,Constellation Brands,Consumer Staples
SW,0.0005138878527435393,0.535427471764727,0.48166372663526846,Smurfit Westrock,Materials
SWK,-0.0007098431435757922,1.1483643769814125,0.3668532554389633,Stanley Black & Decker,Industrials
SWKS,-0.0004084470371585335,1.5112643966227053,0.3706080957460395,Skyworks Solutions,Information Technology
SYF,0.0008107081314415518,1.3021006659059347,0.37598173682746017,Synchrony Financial,Financials
SYK,0.0005577904443598293,0.8936753421494571,0.25030104783563256,Stryker Corporation,Health Care
SYY,0.00016153309908008122,0.670880996059849,0.22493527824485937,Sysco,Consumer Staples
T,0.0006131181425975142,0.37921343641706834,0.2506811293945943,AT&T,Communication Services
TAP,0.0004945931878413139,0.47086377949673375,0.2496404545580029,Molson Coors Beverage Company,Consumer Staples
TDG,0.0012120136232668382,1.08907303699479,0.2740499617464282,TransDigm Group,Industrials
TDY,0.00018392948303323022,0.8961474664583553,0.24471898892644936,Teledyne Technologies,Information Technology
TECH,-0.0004180011777077188,1.16809768048895,0.36734472392852835,Bio-Techne,Health Care
TEL,4.250426914791356e-05,1.1397689228616936,0.2575629625508825,TE Connectivity,Information Technology
TER,3.651170510782216e-05,1.7633069676153796,0.43824320925076404,Teradyne,Information Technology
TFC,1.9331457578244596e-06,1.1061520090254304,0.3441854176728281,Truist Financial,Financials
TGT,-0.0003022829536385931,1.00907918035731,0.38611802814267165,Target Corporation,Consumer Staples
TJX,0.0007950171855734843,0.785153557425265,0.23359638958875706,TJX Companies,Consumer Discretionary
TKO,0.0016710013379848275,0.543684042548393,0.32972091813371046,TKO Group Holdings,Communication Services
TMO,-0.00014721139329997658,0.9045670445006933,0.254780055315241,Thermo Fisher Scientific,Health Care
TMUS,0.000999411622326747,0.564352588777735,0.2251022574086837,T-Mobile US,Communication Services
TPL,0.0017336887348939315,0.8373051803531714,0.4506663190086231,Texas Pacific Land Corporation,Energy
TPR,0.0010643343391224145,1.237986099027383,0.3974046497925908,"Tapestry, Inc.",Consumer Discretionary
TRGP,0.0018922114704327847,0.8839218596589916,0.3110184456608689,Targa Resources,Energy
TRMB,-3.3504328737116084e-05,1.4077541300430592,0.3470090914693394,Trimble Inc.,Information Technology
TROW,-0.00034038304003938786,1.4264562147836635,0.3255375237176,T. Rowe Price,Financials
TRV,0.0007617235645977377,0.4623294076344945,0.22392825344559836,Travelers Companies (The),Financials
TSCO,0.00039194932747768684,0.8562357311834593,0.2854297124702237,Tractor Supply,Consumer Discretionary
TSLA,0.0007548441559422836,1.957041181744482,0.6130379418250761,"Tesla, Inc.",Consumer Discretionary
TSN,-0.0003087370178578093,0.43971873320162563,0.25594194189096703,Tyson Foods,Consumer Staples
TT,0.0010528514070865817,1.0169943680999936,0.2707509114608667,Trane Technologies,Industrials
TTD,0.0011564889463110566,2.237122962451286,0.6476654012244775,Trade Desk (The),Communication Services
TTWO,0.0002599768021573665,0.9223973575088259,0.3323561914019404,Take-Two Interactive,Communication Services
TXN,0.0002486222218240477,1.1605590426323023,0.27964930553010187,Texas Instruments,Information Technology
TXT,0.000154786111716925,1.039770563636436,0.27352057046748524,Textron,Industrials
TYL,0.00032536941208019104,1.1906542028213547,0.31654365903918613,Tyler Technologies,Information Technology
UAL,0.0014228661885002847,1.3919309416571406,0.4576725673260778,United Airlines Holdings,Industrials
UBER,0.0008820210022731568,1.4963337173855267,0.48460413153041254,Uber,Industrials
UDR,-0.0001614059044194025,0.776195149920123,0.23955258046537023,"UDR, Inc.",Real Estate
UHS,0.0006295609285294734,0.8683386297645442,0.3165742830950919,Universal Health Services,Health Care
ULTA,0.00028790270903850985,0.8888020520659052,0.3320314991759292,Ulta Beauty,Consumer Discretionary
UNH,0.00018519328863188142,0.4380618488124498,0.2440551781782949,UnitedHealth Group,Health Care
UNP,8.814194605960793e-05,0.6944648824570856,0.23241902295456465,Union Pacific Corporation,Industrials
UPS,-0.000392269843510805,0.8776833989239975,0.2743632463223929,United Parcel Service,Industrials
URI,0.001327742117994664,1.4326786300364833,0.3836898085464316,United Rentals,Industrials
USB,0.00015215366477555023,0.9811239944697987,0.3213619723242887,U.S. Bancorp,Financials
V,0.0006012041265793179,0.866665053785812,0.22215029280323478,Visa Inc.,Financials
VICI,0.00026953800013598697,0.7152121887114148,0.21826247177940633,Vici Properties,Real Estate
VLO,0.0010048927078923295,0.610629675818609,0.36235604285170886,Valero Energy,Energy
VMC,0.0004529148172897402,1.0156477451244195,0.26271655772520236,Vulcan Materials Company,Materials
VRSK,0.000415426164978379,0.7096354336384288,0.22574986979030207,Verisk Analytics,Industrials
VRSN,-0.0001342632223191377,0.9423625695228665,0.2529999553983894,Verisign,Information Technology
VRT,0.00285665232462622,2.060915009779086,0.6298263673526634,Vertiv,Industrials
VRTX,0.0009365406656410059,0.6391455183422897,0.2727671425772775,Vertex Pharmaceuticals,Health Care
VST,0.002836553912298961,1.0039866257752645,0.4193514823545996,Vistra Corp.,Utilities
VTR,0.000451742567877121,0.6976906117578208,0.26346599551883687,Ventas,Real Estate
VTRS,0.0002220686512266483,0.7675249243954575,0.333653197025563,Viatris,Health Care
VZ,-1.0976731747691411e-05,0.3247794045937808,0.2228327478876453,Verizon,Communication Services
WAB,0.0011078133456093491,0.9716852341248657,0.2529240096901456,Wabtec,Industrials
WAT,0.00023255614131768425,0.9876104468449197,0.32740478105977366,Waters Corporation,Health Care
WBD,-0.0005436677612935284,1.347002882090456,0.5571467929287612,Warner Bros. Discovery,Communication Services
WDAY,0.00027327825248214517,1.3492755504252338,0.3919592379043671,"Workday, Inc.",Information Technology
WDC,0.0002109356064277638,1.439822361456778,0.41774451395810347,Western Digital,Information Technology
WEC,0.00018992269780577847,0.37776571932397335,0.20117027331788123,WEC Energy Group,Utilities
WELL,0.0007415170349765277,0.6304206130816299,0.24001739800753363,Welltower,Real Estate
WFC,0.000718217557681155,0.9680278392969589,0.30110933054731126,Wells Fargo,Financials
WM,0.00041955036544515263,0.4288102555211321,0.18770597717627677,Waste Management,Industrials
WMB,0.0012525154434969176,0.6022212774770176,0.2290728933643489,Williams Companies,Energy
WMT,0.0009773679242795928,0.40796964119105866,0.20626713685957154,Walmart,Consumer Staples
WRB,0.0008354611197691576,0.4686726988515631,0.22994927109195673,W. R. Berkley Corporation,Financials
WSM,0.0015795948321088798,1.4220718005587034,0.4807246427051641,"Williams-Sonoma, Inc.",Consumer Discretionary
WST,-0.00012569099919431163,1.063995487234864,0.37130430694216593,West Pharmaceutical Services,Health Care
WTW,0.000532933451060614,0.6670936917504036,0.2224092872320081,Willis Towers Watson,Financials
WY,-0.00017219953612324917,0.9267053836324938,0.2593350838327199,Weyerhaeuser,Real Estate
WYNN,0.0003512187318134639,1.2293478138244882,0.42176617618681556,Wynn Resorts,Consumer Discretionary
XEL,0.00020410214905527244,0.39535769933845805,0.21496425682352438,Xcel Energy,Utilities
XOM,0.0009884473999470873,0.465127022057595,0.2722539301040524,ExxonMobil,Energy
XYL,0.0001872470331559548,1.0677013011391414,0.27268478123417755,Xylem Inc.,Industrials
XYZ,-3.373741519189696e-05,2.5447844213264865,0.6538248431311217,"Block, Inc.",Financials
YUM,0.00012567435560892923,0.6334097786598938,0.19133514439263624,Yum! Brands,Consumer Discretionary
ZBH,-7.570050824816982e-05,0.7365024467970708,0.24515682114238924,Zimmer Biomet,Health Care
ZBRA,-0.0002282732810674201,1.5001893782684321,0.40005015705222824,Zebra Technologies,Information Technology
ZTS,-0.0002962229727560717,0.9166112536455736,0.2750156632607702,Zoetis,Health Care
